construct a class amusement,add_class
an quartz risk a existence,create_association
middle ear is composed of malleus,create_composition
British capacity unit can be quarter,create_inheritance
pet is identified by a binary attribute number,add_attribute
feeling can be a thing,create_inheritance
make a class the kittens,add_class
a ants long the bit,create_association
consolation is relief,create_inheritance
cast constitutes craps,create_composition
fabric can be linen,create_inheritance
actor is characterized by an text number,add_attribute
bird consists of wing,create_composition
volleyball contains the text state,add_attribute
add a class the cough,add_class
badge has the numeric name,add_attribute
distance has an numeric attribute id,add_attribute
stringed instrument consists of bridge,create_composition
create a class cellar,add_class
create pot,add_class
add a class the rest,add_class
dispute can be a controversy,create_inheritance
balcony contains box,create_composition
construct goldfish,add_class
badge contains the numeric attribute id,add_attribute
back make up torso,create_composition
push contains a binary name,add_attribute
face is characterized by a text count,add_attribute
clouds is characterized by a numeric name,add_attribute
the pigs close the frame,create_association
make a crook,add_class
train is a piece of cloth,create_inheritance
make a class a verse,add_class
tooth contains crown,create_composition
make a class the death,add_class
hole has an numeric count,add_attribute
construct a class an neck,add_class
prospect is a potential,create_inheritance
an ants beg a crayon,create_association
stove film an furniture,create_association
dad is identified by a text attribute age,add_attribute
add an apparel,add_class
create a class pot,add_class
compartment can be a cable car,create_inheritance
add children,add_class
crotch is in body,create_composition
sister is a member,create_inheritance
Idaho is composed of Snake,create_composition
container can be a pot,create_inheritance
cannon is gun,create_inheritance
add a class competition,add_class
day contains day,create_composition
the cork battle a seed,create_association
art contains the boolean number,add_attribute
bee has an boolean attribute value,add_attribute
cooling system has pump,create_composition
jewelry is composed of gem,create_composition
add a binary state to metal,add_attribute
the sink secure a bridge,create_association
bill is paper money,create_inheritance
scab is worker,create_inheritance
seaport contains dock,create_composition
quartz fax a grain,create_association
error stroke dad,create_association
add planes,add_class
quilt is identified by an text attribute state,add_attribute
the error close a income,create_association
create order,add_class
an skin hop door,create_association
consequence can be a train,create_inheritance
sister is female sibling,create_inheritance
foot is in invertebrate,create_composition
the rabbit break soda,create_association
apple tree can be a apple,create_inheritance
the stove compute an plot,create_association
an error supply the able,create_association
a stove trick a existence,create_association
committee is identified by the binary value,add_attribute
the women secure an cast,create_association
hydrosphere contains sea,create_composition
edge contains a text value,add_attribute
temper dry the cast,create_association
verse is a poem,create_inheritance
the frame trip a crayon,create_association
reading is a measurement,create_inheritance
make a class a border,add_class
minute is part of hour,create_composition
space make up musical notation,create_composition
add a jeans,add_class
eye are part of face,create_composition
an shirt film door,create_association
construct a class a haircut,add_class
construct a mountain,add_class
leech is a follower,create_inheritance
visual communication can be a artwork,create_inheritance
make a class an clocks,add_class
an run stroke a taste,create_association
volleyball contains the boolean attribute name,add_attribute
quince is composed of quince,create_composition
tumbler can be pin,create_inheritance
the grain compute lunch,create_association
donkey is characterized by a binary attribute age,add_attribute
blood is disposition,create_inheritance
an hair dry a bit,create_association
an door reject the scale,create_association
make an destruction,add_class
construct the edge,add_class
television equipment can be television camera,create_inheritance
river is part of water system,create_composition
street are part of concrete jungle,create_composition
risk can be a chance,create_inheritance
an plot supply a shirt,create_association
cable consists of cable,create_composition
add an boolean state to badge,add_attribute
a kick dive the soda,create_association
sky is composed of cloud,create_composition
add an boolean attribute name to beginner,add_attribute
office building contains office,create_composition
add a class a question,add_class
fabric can be a cobweb,create_inheritance
attraction is identified by an binary attribute count,add_attribute
invention is characterized by a numeric attribute age,add_attribute
boot consists of collar,create_composition
shape is identified by a name,add_attribute
add an partner,add_class
metal is identified by an binary id,add_attribute
add a class flowers,add_class
slope is part of natural elevation,create_composition
wash is a work,create_inheritance
add a class basin,add_class
hour is composed of minute,create_composition
grandmother is identified by a value,add_attribute
dime is identified by an text state,add_attribute
book contains binding,create_composition
a door operate the discussion,create_association
death make up life,create_composition
beef claim skin,create_association
the discussion adopt the bridge,create_association
invention has the boolean state,add_attribute
twilight is in evening,create_composition
part can be seat,create_inheritance
annulus are part of partial veil,create_composition
a beef compute the discussion,create_association
construct a class a crayon,add_class
push button constitutes push-button radio,create_composition
make a class smoke,add_class
birds is characterized by a text name,add_attribute
construct a class the account,add_class
table is furniture,create_inheritance
create grass,add_class
the whip place bucket,create_association
an sink compare a frame,create_association
hoop is in barrel,create_composition
bedroom consists of bed,create_composition
rest is musical notation,create_inheritance
linen is identified by the boolean id,add_attribute
toe constitutes golf-club head,create_composition
actor is identified by the boolean age,add_attribute
construct pump,add_class
pot is a containerful,create_inheritance
make the egg,add_class
lover can be a girlfriend,create_inheritance
make jump,add_class
create the secretary,add_class
make an grade,add_class
make the skate,add_class
a income tear a discussion,create_association
income risk an hair,create_association
gun can be a cannon,create_inheritance
a seed service the operation,create_association
cave consists of roof,create_composition
create a class the cave,add_class
the bucket trip the pigs,create_association
create the destruction,add_class
the bit cover the soda,create_association
linen is characterized by a binary id,add_attribute
event is characterized by the numeric attribute name,add_attribute
add a class a owl,add_class
duck is part of duck,create_composition
make a achiever,add_class
sign of the zodiac constitutes zodiac,create_composition
construct a writer,add_class
jazz can be swing,create_inheritance
doll contains a numeric attribute value,add_attribute
add the text state to bee,add_attribute
box is in coach,create_composition
an appliance remain ray,create_association
income risk a anger,create_association
badge has a binary id,add_attribute
create a class a birth,add_class
pin is golf equipment,create_inheritance
pocket is part of pool table,create_composition
the scale hop square,create_association
make a class an nail,add_class
zipper has a numeric attribute name,add_attribute
oranges contains an numeric attribute number,add_attribute
add an numeric id to oranges,add_attribute
trouble is a pregnancy,create_inheritance
make a class an scent,add_class
work can be a wash,create_inheritance
attraction has a binary attribute state,add_attribute
make a join,add_class
weekend consists of Sunday,create_composition
add a text attribute id to birds,add_attribute
add a class stream,add_class
beef justify a run,create_association
toe is in golf-club head,create_composition
attraction is identified by an text name,add_attribute
legal document can be act,create_inheritance
beef cover an scale,create_association
molecule is composed of chain,create_composition
flag is in deer,create_composition
grain compare taste,create_association
increase is a amount,create_inheritance
berry constitutes berry,create_composition
vertical surface can be a face,create_inheritance
construct a class nerve,add_class
trick is turn,create_inheritance
interval can be fifth,create_inheritance
direction is inclination,create_inheritance
road is composed of crown,create_composition
create the clam,add_class
clouds is identified by a numeric attribute number,add_attribute
an ghost pat the tax,create_association
yam contains yam,create_composition
roll is a list,create_inheritance
sack is identified by an id,add_attribute
create a memory,add_class
the discussion scribble an lunch,create_association
piano action has hammer,create_composition
blade make up chuck,create_composition
add the account,add_class
an run squeal run,create_association
an rabbit compute the furniture,create_association
insect is a arthropod,create_inheritance
trick is dishonesty,create_inheritance
butter can be stick,create_inheritance
part constitutes meronymy,create_composition
create a day,add_class
cloud constitutes sky,create_composition
rubbish can be debris,create_inheritance
drum brake has brake drum,create_composition
lunch risk the stove,create_association
gear is composed of tooth,create_composition
molecule consists of chain,create_composition
attention is a faculty,create_inheritance
commercial enterprise can be field,create_inheritance
construct knife,add_class
liquid body substance is a body substance,create_inheritance
appliance impress a soda,create_association
hole has the numeric attribute value,add_attribute
column consists of capital,create_composition
shoe consists of throat,create_composition
the women impress a furniture,create_association
program can be spider,create_inheritance
make a scale,add_class
grain make up dram,create_composition
an soda operate a ray,create_association
elevator is part of building,create_composition
finger is in glove,create_composition
construct the mountain,add_class
the stove park the shirt,create_association
distance contains an number,add_attribute
committee is identified by the binary attribute name,add_attribute
kiss is a touch,create_inheritance
hole is identified by a text attribute number,add_attribute
minute constitutes hour,create_composition
hole is characterized by the numeric number,add_attribute
visual communication can be a video,create_inheritance
skin is composed of wrinkle,create_composition
keystone constitutes arch,create_composition
order is sect,create_inheritance
create a class a meeting,add_class
gloom can be a cloud,create_inheritance
a crayon operate the operation,create_association
rabbit constitutes European rabbit,create_composition
distribution is characterized by the numeric number,add_attribute
flower is in angiosperm,create_composition
the rabbits tear taste,create_association
lighter can be a match,create_inheritance
jewelry consists of gem,create_composition
electric motor has brush,create_composition
balcony has box,create_composition
add a women,add_class
create a time,add_class
transformer can be a coil,create_inheritance
sack has an state,add_attribute
make maid,add_class
beam is light,create_inheritance
an income claim a run,create_association
a soda trick the bit,create_association
an discussion film seed,create_association
bed are part of bedroom,create_composition
circumstance can be event,create_inheritance
contact is a communication,create_inheritance
minute is in hour,create_composition
an pigs crawl a dad,create_association
turkey is flop,create_inheritance
women cheer an beef,create_association
badge is characterized by an boolean attribute age,add_attribute
make the rat,add_class
create a class the argument,add_class
activity can be a support,create_inheritance
heart constitutes circulatory system,create_composition
line is in electromagnetic spectrum,create_composition
owner is a businessman,create_inheritance
Man are part of British Isles,create_composition
create a class a addition,add_class
the skin cover a grain,create_association
a sea shed scale,create_association
regulator can be a faucet,create_inheritance
a whip remain the anger,create_association
cable car are part of cable railway,create_composition
point can be beginning,create_inheritance
make the balloon,add_class
a quartz supply shirt,create_association
actor is identified by the text number,add_attribute
make a bath,add_class
create slope,add_class
percussion instrument contains mallet,create_composition
control condition are part of experiment,create_composition
homo is composed of foot,create_composition
stove justify an plot,create_association
construct a class a cream,add_class
create a class a death,add_class
construct a class time,add_class
subtitle constitutes movie,create_composition
doll is identified by a boolean attribute name,add_attribute
add a class an bridge,add_class
discussion claim a kiss,create_association
sailing vessel contains sail,create_composition
curve can be a bell,create_inheritance
add a boolean name to dime,add_attribute
sack is identified by a text age,add_attribute
create gun,add_class
ray close run,create_association
morning bore able,create_association
create a class the class,add_class
metal is characterized by a text attribute number,add_attribute
footwear contains toe,create_composition
alimentary canal is composed of throat,create_composition
add a class grandmother,add_class
construct an notebook,add_class
the rabbits service an bit,create_association
construct an flame,add_class
aqueduct is composed of arch,create_composition
make an zipper,add_class
an sheet bore beef,create_association
smile is characterized by an binary attribute count,add_attribute
part is in hair,create_composition
time period can be a week,create_inheritance
arm has a boolean name,add_attribute
farm is workplace,create_inheritance
skin is in aircraft,create_composition
add the organization,add_class
cork constitutes wine bottle,create_composition
roof is part of cave,create_composition
step is a locomotion,create_inheritance
create a class the pickle,add_class
anger cheer a sheet,create_association
drum brake is composed of brake shoe,create_composition
a sea remain the square,create_association
add a class the lunchroom,add_class
memory constitutes computer,create_composition
make a class a island,add_class
cap are part of fungus,create_composition
sink mend an whip,create_association
frump is a unpleasant woman,create_inheritance
badge contains a binary attribute age,add_attribute
add a name to clouds,add_attribute
the operation cover a women,create_association
girl can be a dame,create_inheritance
create the scale,add_class
an ghost bore a square,create_association
add the numeric age to face,add_attribute
construct the zephyr,add_class
face contains eye,create_composition
control can be a steering,create_inheritance
hole is a opening,create_inheritance
create a class an actor,add_class
floor is in building,create_composition
make a class cent,add_class
support can be foundation,create_inheritance
add a class an rest,add_class
distance is identified by a numeric state,add_attribute
an crayon cover square,create_association
shape is identified by a numeric attribute age,add_attribute
birds is characterized by an text id,add_attribute
airfield can be a airport,create_inheritance
a rabbits film a soda,create_association
comfort is a gratification,create_inheritance
construct a class an kick,add_class
gear has tooth,create_composition
neck is composed of collar,create_composition
toothpaste is identified by the text attribute id,add_attribute
the temper overflow a morning,create_association
push-button radio is composed of push button,create_composition
sense organ can be a ear,create_inheritance
make a class a chess,add_class
blade are part of chuck,create_composition
feet is identified by an boolean state,add_attribute
a tax compare an sheet,create_association
angiosperm consists of flower,create_composition
a cast secure an able,create_association
oranges has the name,add_attribute
push contains an boolean attribute state,add_attribute
the dad mend an kiss,create_association
calculator has an count,add_attribute
construct a class a popcorn,add_class
square shed a cork,create_association
dad is characterized by the numeric id,add_attribute
ball is a dance,create_inheritance
fathead is fool,create_inheritance
orange consists of orange,create_composition
add the boolean id to feet,add_attribute
add an flower,add_class
the whip object taste,create_association
add an binary attribute age to volleyball,add_attribute
golf stroke is a stroke,create_inheritance
blunderbuss is composed of bell,create_composition
the plot trick a beef,create_association
electrical conduction can be a discharge,create_inheritance
event is characterized by the boolean name,add_attribute
add the boolean attribute value to bee,add_attribute
cattle contains beef,create_composition
arch make up aqueduct,create_composition
donkey contains the numeric attribute name,add_attribute
add a binary state to clouds,add_attribute
the whip compete the ants,create_association
Mass is in High Mass,create_composition
covering can be a toe,create_inheritance
construct arm,add_class
fender constitutes car,create_composition
create an glue,add_class
frying pan can be spider,create_inheritance
create an agreement,add_class
push is identified by the number,add_attribute
pain is feeling,create_inheritance
tail constitutes coin,create_composition
push is characterized by a name,add_attribute
an women secure seed,create_association
add a binary attribute age to hobbies,add_attribute
parturition are part of reproduction,create_composition
knot is identified by a state,add_attribute
add the numeric number to hobbies,add_attribute
a hair dry a cork,create_association
death are part of life,create_composition
calculator contains the numeric number,add_attribute
oranges contains the text attribute number,add_attribute
make a class bears,add_class
construct jewel,add_class
push is identified by the binary age,add_attribute
add the age to ink,add_attribute
a pigs place the frame,create_association
building consists of annex,create_composition
volleyball is identified by a text count,add_attribute
wall contains arch,create_composition
kiss bore a morning,create_association
dinghy has peg,create_composition
construct an smell,add_class
element can be fire,create_inheritance
school system is composed of school,create_composition
construct sign,add_class
construct a class hobbies,add_class
zipper has an count,add_attribute
wound is personnel casualty,create_inheritance
an ants film the sea,create_association
add the parcel,add_class
construct a class an wash,add_class
a kick dive the crayon,create_association
musical notation contains space,create_composition
add the boolean number to edge,add_attribute
feet is identified by a numeric attribute value,add_attribute
badge is characterized by a numeric attribute name,add_attribute
an pigs film a able,create_association
alarm can be a automobile horn,create_inheritance
rake is libertine,create_inheritance
construct an woman,add_class
add discussion,add_class
construct a class the scale,add_class
make a class the calendar,add_class
the discussion break a kiss,create_association
floor is part of building,create_composition
birds has an binary attribute state,add_attribute
an lunch impress operation,create_association
flock close the operation,create_association
vessel is characterized by the count,add_attribute
metal is characterized by an binary count,add_attribute
axial skeleton is composed of spinal column,create_composition
shape has a boolean state,add_attribute
add a numeric attribute state to driving,add_attribute
construct a class an bomb,add_class
distribution contains an boolean id,add_attribute
a kiss compare the ghost,create_association
an cast pat an stove,create_association
add a class an person,add_class
key make up Florida,create_composition
ink contains a text attribute name,add_attribute
ghost is apparition,create_inheritance
arm is characterized by an text age,add_attribute
beginner is characterized by the boolean attribute number,add_attribute
seed tear door,create_association
arch are part of aqueduct,create_composition
arm is identified by a value,add_attribute
beginner is identified by the binary id,add_attribute
cow is a placental,create_inheritance
an bit stroke a skin,create_association
plaything can be ball,create_inheritance
add an binary age to hobbies,add_attribute
wheel is part of wheeled vehicle,create_composition
invertebrate is composed of foot,create_composition
sandpiper can be a knot,create_inheritance
construct a class the treatment,add_class
wind instrument can be a woodwind,create_inheritance
annex is in building,create_composition
add a class swing,add_class
attraction is identified by a boolean name,add_attribute
add a class an bead,add_class
make a class the tiger,add_class
organization is characterized by a binary state,add_attribute
wrist is in arm,create_composition
object can be wall,create_inheritance
member can be a sister,create_inheritance
sheet tear an error,create_association
an kiss tear a shirt,create_association
book is product,create_inheritance
kick dive a skin,create_association
revenue stamp is sheet,create_inheritance
make a class lawyer,add_class
metal contains an numeric attribute id,add_attribute
aspect can be side,create_inheritance
an sink bore bit,create_association
a income trick the sheet,create_association
furniture break a appliance,create_association
personnel casualty can be a wound,create_inheritance
locomotion can be a step,create_inheritance
popcorn make up popcorn,create_composition
a cork film run,create_association
vessel is characterized by an text attribute name,add_attribute
sail is in sailing vessel,create_composition
a beef overflow a women,create_association
add a binary count to knot,add_attribute
battle make up war,create_composition
create a class a geese,add_class
a scale pat an income,create_association
change of magnitude can be a increase,create_inheritance
copy can be a miniature,create_inheritance
inclination is attitude,create_inheritance
add an text state to metal,add_attribute
create pain,add_class
the square battle an women,create_association
an soda service an stove,create_association
ball is a sphere,create_inheritance
beam is a width,create_inheritance
bean are part of bean,create_composition
hyperpigmentation can be a tan,create_inheritance
zipper is characterized by the binary attribute value,add_attribute
make a class an produce,add_class
finger make up hand,create_composition
cup is in pint,create_composition
the hair object kick,create_association
make a class an river,add_class
an temper bore an rabbits,create_association
slope is in natural elevation,create_composition
the hair compete a frame,create_association
smile has an binary number,add_attribute
dance can be a ball,create_inheritance
create a dad,add_class
the bit string kiss,create_association
state of matter can be a phase,create_inheritance
metal is characterized by a numeric attribute state,add_attribute
dog is canine,create_inheritance
plate can be a comb,create_inheritance
doll contains an boolean value,add_attribute
an error use able,create_association
committee is characterized by the numeric attribute count,add_attribute
an scale cheer a scale,create_association
flower make up angiosperm,create_composition
somesthesia is composed of touch,create_composition
throat make up shoe,create_composition
add the binary state to feet,add_attribute
investor can be bear,create_inheritance
linen is identified by an boolean attribute count,add_attribute
calculator is identified by a numeric attribute number,add_attribute
a tax pat soda,create_association
add a binary number to edge,add_attribute
create an airplane,add_class
tongue is in mouth,create_composition
dad is identified by a boolean state,add_attribute
car is in elevator,create_composition
middle ear consists of malleus,create_composition
morning overflow the flock,create_association
create a banana,add_class
add an numeric attribute state to feet,add_attribute
an whip crawl run,create_association
an ray service the rabbit,create_association
linen is identified by a binary attribute id,add_attribute
collar is in boot,create_composition
soda adopt an frame,create_association
the sheet expedite the error,create_association
fang is tooth,create_inheritance
add an disgust,add_class
control is activity,create_inheritance
attraction has the age,add_attribute
item can be a place,create_inheritance
point can be a beginning,create_inheritance
create disease,add_class
oranges is characterized by an text attribute number,add_attribute
add the cork,add_class
push-button radio consists of push button,create_composition
volleyball is characterized by an numeric count,add_attribute
key is in basketball court,create_composition
the run battle the whip,create_association
a stove risk grain,create_association
property can be degree,create_inheritance
face has the boolean attribute number,add_attribute
poster is a sign,create_inheritance
create a class the flowers,add_class
beginner is identified by a binary attribute id,add_attribute
create a class the elbow,add_class
a able stroke a operation,create_association
male genitalia is composed of testis,create_composition
the temper object kiss,create_association
the anger supply a sheet,create_association
the sea beg a flock,create_association
tongue constitutes mouth,create_composition
unit is composed of part,create_composition
an door reject the ray,create_association
volleyball is characterized by an numeric attribute number,add_attribute
distance is identified by a numeric attribute age,add_attribute
front is sphere,create_inheritance
artist can be a draftsman,create_inheritance
key are part of action,create_composition
bat is characterized by the numeric name,add_attribute
collar make up boot,create_composition
face is identified by an boolean attribute value,add_attribute
gradation is a rank,create_inheritance
create a class an representative,add_class
add a class the quicksand,add_class
smile is characterized by the boolean attribute name,add_attribute
distribution contains an binary count,add_attribute
an rabbit use an crayon,create_association
whole consists of part,create_composition
donkey has a boolean attribute age,add_attribute
action constitutes gun,create_composition
tail is in vertebrate,create_composition
knot contains a binary attribute state,add_attribute
skirt constitutes garment,create_composition
distribution contains the boolean attribute number,add_attribute
add an numeric name to birds,add_attribute
an square string the plot,create_association
field is a commercial enterprise,create_inheritance
appliance expedite pigs,create_association
make a class a year,add_class
outboard motor has screw,create_composition
create a class meal,add_class
construct a class a farmer,add_class
toothpaste is characterized by an boolean age,add_attribute
construct the hen,add_class
dwelling has bathroom,create_composition
add an binary state to organization,add_attribute
peg make up dinghy,create_composition
bat is characterized by the binary count,add_attribute
office is part of office building,create_composition
tooth make up comb,create_composition
a beef trip an rabbits,create_association
knot has the numeric number,add_attribute
sailing vessel is composed of sail,create_composition
sail are part of sailing vessel,create_composition
the sea mend dad,create_association
blunderbuss contains bell,create_composition
coin is composed of tail,create_composition
create the scent,add_class
a bit place a discussion,create_association
blade is a ribbon,create_inheritance
rest is a support,create_inheritance
a ants place a sink,create_association
degree consists of minute,create_composition
bath are part of homer,create_composition
construct a class an toy,add_class
obstruent can be a stop consonant,create_inheritance
linen has an binary attribute value,add_attribute
dad is characterized by the binary id,add_attribute
a kiss bore a ants,create_association
quilt is identified by the numeric attribute age,add_attribute
line constitutes transportation system,create_composition
waterwheel consists of bucket,create_composition
shape is identified by the binary attribute count,add_attribute
add a banana,add_class
eddy is current,create_inheritance
drug are part of pharmacopoeia,create_composition
illness can be a disease,create_inheritance
feet is identified by an numeric attribute number,add_attribute
oranges is identified by a numeric attribute value,add_attribute
beef string an lunch,create_association
a hair understand sheet,create_association
motion has the boolean state,add_attribute
night is a time period,create_inheritance
create a class an fuel,add_class
bat contains a binary attribute number,add_attribute
construct the suit,add_class
suspicion can be cloud,create_inheritance
Orange is part of South Africa,create_composition
add a class an cows,add_class
an square overflow a ghost,create_association
make an slope,add_class
ray is characterized by the boolean number,add_attribute
entity can be thing,create_inheritance
the kiss compete whip,create_association
distance is identified by a text value,add_attribute
construct a class the salt,add_class
tomato make up tomato,create_composition
construct the support,add_class
infantry is a army unit,create_inheritance
add an rainstorm,add_class
the cast film a morning,create_association
create galley,add_class
an stove justify a square,create_association
capture can be a exchange,create_inheritance
upper deck can be a bridge,create_inheritance
malleus make up middle ear,create_composition
construct army,add_class
ray long the tax,create_association
brain is a intelligence,create_inheritance
driving contains the text value,add_attribute
add an text value to robin,add_attribute
credit is accomplishment,create_inheritance
transportation system consists of airfield,create_composition
crackpot is a eccentric,create_inheritance
metal is characterized by the boolean attribute number,add_attribute
cup are part of pint,create_composition
transportation is part of commerce,create_composition
birds is identified by a text state,add_attribute
shelf contains the boolean value,add_attribute
the scale streamline operation,create_association
badge is identified by the boolean age,add_attribute
duck is composed of duck,create_composition
make a class the income,add_class
add a class an roll,add_class
driving contains a binary count,add_attribute
driving is characterized by an boolean id,add_attribute
create a action,add_class
ghost fax sink,create_association
construct an carriage,add_class
vessel has an text age,add_attribute
add the count to metal,add_attribute
invention is identified by a binary count,add_attribute
bat is characterized by the binary state,add_attribute
create suit,add_class
stadium has playing field,create_composition
the flock cheer cork,create_association
knot contains the binary state,add_attribute
add a class the rake,add_class
stern are part of ship,create_composition
an morning stroke an ghost,create_association
base is in baseball diamond,create_composition
zodiac is composed of sign of the zodiac,create_composition
bird has bird,create_composition
hobbies has the text name,add_attribute
add a office,add_class
production line make up factory,create_composition
an seed streamline frame,create_association
make the ants,add_class
the kiss use the anger,create_association
promise can be parole,create_inheritance
small indefinite quantity can be a tad,create_inheritance
construct an flower,add_class
oranges is identified by a text number,add_attribute
bite is a eating,create_inheritance
construct a class an grape,add_class
invention has a binary attribute name,add_attribute
create a club,add_class
adult body contains pubic hair,create_composition
blow can be jolt,create_inheritance
make the chairs,add_class
cable railway has cable car,create_composition
create a class an sky,add_class
make a class a ghost,add_class
doll is identified by a number,add_attribute
car seat is composed of back,create_composition
quilt contains an numeric number,add_attribute
pigs risk a square,create_association
construct a class harbor,add_class
pet is identified by an numeric id,add_attribute
volleyball is identified by an binary id,add_attribute
torso is composed of abdomen,create_composition
annex are part of building,create_composition
atmospheric phenomenon can be a front,create_inheritance
car seat has back,create_composition
door has the boolean number,add_attribute
piece of cloth can be a sail,create_inheritance
cable car make up cable railway,create_composition
add the boolean state to door,add_attribute
add the numeric attribute state to dad,add_attribute
car is part of airship,create_composition
linen has a binary attribute name,add_attribute
wing make up angel,create_composition
number is size,create_inheritance
rowing has feather,create_composition
donkey has an state,add_attribute
construct the north,add_class
spark is a trace,create_inheritance
add a class can,add_class
add an boolean attribute name to hobbies,add_attribute
attraction is identified by a numeric count,add_attribute
burn is a injury,create_inheritance
event has a boolean name,add_attribute
a rabbits shed scale,create_association
an bit squeal an bucket,create_association
principle is a law,create_inheritance
bus contains roof,create_composition
create a sink,add_class
quartz string an taste,create_association
a able object the scale,create_association
add a class a map,add_class
make an locket,add_class
attraction is identified by a boolean attribute id,add_attribute
grain are part of decigram,create_composition
High Mass has Mass,create_composition
make a class the camera,add_class
tape deck contains tape drive,create_composition
relative can be ancestor,create_inheritance
a bit fax a dad,create_association
hole is identified by an boolean name,add_attribute
chain is in bicycle,create_composition
hand has finger,create_composition
pot is a container,create_inheritance
parturition constitutes reproduction,create_composition
kite is hawk,create_inheritance
donkey is characterized by the binary value,add_attribute
plot squeal the beef,create_association
an dad squeal the kiss,create_association
an rabbits dive the door,create_association
crayon compute a taste,create_association
make a class a comb,add_class
clapper are part of bell,create_composition
season can be spring,create_inheritance
event has a boolean attribute age,add_attribute
a morning scribble an door,create_association
the tax overcome whip,create_association
news article consists of lead,create_composition
create a scent,add_class
birds is characterized by a binary value,add_attribute
make a class the road,add_class
feet is characterized by a text id,add_attribute
nose contains bridge,create_composition
add a class the teeth,add_class
add an numeric attribute age to linen,add_attribute
an discussion stroke an run,create_association
badge is identified by the numeric attribute value,add_attribute
add a text id to hands,add_attribute
a kick close the temper,create_association
clover contains the numeric attribute value,add_attribute
system is group,create_inheritance
add a class care,add_class
construct a religion,add_class
chicken has chicken,create_composition
a tax overflow an rabbits,create_association
shift can be trick,create_inheritance
dime is identified by a boolean attribute state,add_attribute
a kick place a sea,create_association
construct a distance,add_class
create a class an clouds,add_class
